gamma1,gamma2,gamma3,gamma4,gamma5,gamma6,beta1,beta2,beta3,beta4,beta5,beta6,depth
1.1623274590186405e-06,6.057356631201092e-07,3.758854128512089e-07,3.7333287967990587e-07,5.293254784338583e-07,1.3524001945229804e-06,1.2925260671957386e-07,2.229435548361277e-07,-3.3481072445333505e-07,-9.24350180439923e-07,-2.779165301321512e-07,4.396108720879646e-07,6.0
2.189050271340289e-06,0.0,0.0,0.0,0.0,0.0,7.118851125812137e-07,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.6070531809503304e-08,-7.153038166318741e-09,2.668339339632773e-09,0.0,0.0,0.0,1.6063114284640677e-08,-1.7875733022129763e-08,3.481716560560754e-08,0.0,0.0,0.0,3.0
-1.479963112586648e-07,1.5625019974240513e-08,1.8688980987992922e-07,-2.130869921970749e-08,0.0,0.0,-4.825835001665654e-09,1.477610241755462e-07,-1.9098410357598466e-08,1.1584080358934298e-07,0.0,0.0,4.0
3.629909263905106e-07,-7.8212827729396e-07,-1.44898702862839e-06,-2.9849548132235173e-07,-1.9164215770639266e-07,0.0,-2.940873085871318e-07,5.941818661035871e-07,-4.90241733392855e-07,1.0637271197440581e-07,5.034928250511815e-07,0.0,5.0
-3.08580288982545e-09,-7.55556247273871e-08,4.211292678025787e-07,5.637912959933673e-07,5.782819292934217e-07,4.7504568170612674e-08,3.52767819055253e-07,-1.6269923509044718e-07,5.045668843582972e-07,-1.6145048580096173e-07,-6.696698179013052e-08,6.609155124748093e-07,6.0
1.6398899775008026e-06,0.0,0.0,0.0,0.0,0.0,2.6321301560301992e-08,0.0,0.0,0.0,0.0,0.0,1.0
9.746444681408475e-07,1.1062234034776916e-06,0.0,0.0,0.0,0.0,4.975011420532995e-06,-3.09539703007938e-07,0.0,0.0,0.0,0.0,2.0
6.954784529463547e-07,6.116577186995214e-07,1.447219282909291e-07,0.0,0.0,0.0,2.829113986443032e-07,7.161870126476334e-07,4.1016417652637416e-08,0.0,0.0,0.0,3.0
-2.2676500596918075e-08,7.710010202952146e-08,-7.407656861659904e-08,-2.6833859039686387e-08,0.0,0.0,-6.576185173106243e-08,-8.087951879567447e-08,-3.855005101476073e-08,-3.968387604460664e-08,0.0,0.0,4.0
-6.092421753055018e-08,-3.468390564496228e-07,-9.625237301593261e-08,1.4798194543964052e-09,-4.0173281161759535e-08,0.0,2.780586711015164e-07,-1.763917181493878e-07,1.737714020193814e-07,-7.938359472730284e-08,-1.852532952352469e-07,0.0,5.0
-8.186475507396446e-08,2.719870707960444e-07,-7.995308615625599e-07,1.8223519549736608e-07,3.202929372005216e-07,3.038283718311372e-07,2.852535983033589e-07,-5.209481663068297e-07,-1.2790557182797064e-07,-2.573125579650923e-07,4.102240219682457e-07,5.127395981061686e-07,6.0
4.702841701329557e-06,0.0,0.0,0.0,0.0,0.0,-3.5567710346189934e-07,0.0,0.0,0.0,0.0,0.0,1.0
2.1587619674104643e-06,3.3403709732794343e-06,0.0,0.0,0.0,0.0,2.18152834358553e-06,5.388771899433695e-06,0.0,0.0,0.0,0.0,2.0
-5.464050862273021e-08,-1.201580509240004e-07,-1.1256114357255381e-07,0.0,0.0,0.0,-7.281166709130008e-08,4.300872466388313e-08,5.191997674982569e-09,0.0,0.0,0.0,3.0
2.585998706144497e-07,1.66949807556977e-07,-7.688594339786111e-08,1.4260861258425124e-07,0.0,0.0,1.464918799712453e-07,2.490096809971577e-07,-3.661193473617525e-08,1.427511534789393e-07,0.0,0.0,4.0
-4.097943596553524e-09,-3.4051959885647144e-08,-1.3367101731615066e-08,-1.4928223101730693e-08,-4.1077006051167473e-08,0.0,-1.0537569248280489e-08,-1.7172335071271907e-08,3.414952997127936e-09,-2.527065217874673e-08,-2.4392521408056688e-08,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6201098343093913e-13,-2.873402347643071e-14,0.0,0.0,0.0,0.0,-3.484764549269257e-14,-1.9991543993176266e-13,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7.324392490540047e-08,9.573725793906496e-07,5.188294438155276e-07,2.619896350476807e-07,0.0,0.0,6.836964822828012e-07,4.040859722648861e-08,1.831602158685957e-07,1.643380995880217e-07,0.0,0.0,4.0
-2.030464750767104e-07,-3.384107917945173e-08,-1.435328530714677e-07,-1.2894618101135918e-07,-7.001602588852084e-08,0.0,-7.468376094775555e-08,-1.4003205177704165e-07,2.5672542825790973e-08,9.335470118469442e-09,9.218776741988577e-08,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7.218336628376288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.288034374414667e-06,-1.6151267007731963e-06,0.0,0.0,0.0,0.0,1.1144897870117e-05,1.0329830759229646e-06,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2.486349683019223e-07,5.7312467269595655e-08,-5.815529767061913e-08,3.8770198447079414e-08,3.051046051704945e-07,0.0,5.141265446243139e-08,1.2389606895044942e-07,2.1155043065688986e-07,-3.7927368046055945e-08,3.539887684298555e-08,0.0,5.0
-2.4921305063461783e-08,8.431708213137904e-07,2.450594997907076e-07,-8.057888637185978e-07,3.738195759519268e-07,-1.7029558460032224e-07,1.4537427953686046e-07,-7.725604569673154e-07,4.984261012692358e-07,1.6198848291250164e-07,4.195086352349401e-07,-3.738195759519268e-08,6.0
2.6634245096976647e-06,0.0,0.0,0.0,0.0,0.0,1.8291275961796463e-06,0.0,0.0,0.0,0.0,0.0,1.0
5.042517105386292e-07,1.2265582148236926e-06,0.0,0.0,0.0,0.0,-1.3219571870877575e-06,-1.1039023933413234e-06,0.0,0.0,0.0,0.0,2.0
1.779611719500694e-06,1.9575728914507635e-06,1.4305340360601731e-06,0.0,0.0,0.0,1.2936408268678122e-06,1.143058296756215e-06,1.002742757334045e-06,0.0,0.0,0.0,3.0
1.6903183385630332e-08,1.784235166409757e-07,1.1705194054093977e-07,1.9140252266010945e-07,0.0,0.0,2.0963358095457404e-07,1.4351011000798773e-07,3.3035870097386115e-08,-2.6542146320888348e-08,0.0,0.0,4.0
8.46591785574163e-07,7.534883411248306e-07,1.3857256848272744e-07,5.932638088166769e-07,4.850039896895461e-07,0.0,8.379310000439925e-07,3.226142609988499e-07,2.100240491066338e-07,1.6238972869069624e-07,4.07056919918012e-07,0.0,5.0
-6.377475348469504e-07,6.031187094253966e-07,-6.406332702987466e-07,2.3085883614369244e-08,-5.800328258110273e-07,4.213173759622387e-07,-4.5017473048020026e-07,4.6171767228738495e-08,-2.1354442343291557e-07,-6.464047412023388e-07,-3.722598732817041e-07,-6.637191539131158e-08,6.0
-5.3346833379598554e-08,0.0,0.0,0.0,0.0,0.0,5.418915180138168e-07,0.0,0.0,0.0,0.0,0.0,1.0
7.213438291846816e-07,-8.791377918188307e-07,0.0,0.0,0.0,0.0,2.006237524919896e-06,2.614871380794471e-06,0.0,0.0,0.0,0.0,2.0
1.0562409984374438e-06,2.926627000610181e-07,1.1982928024061895e-06,0.0,0.0,0.0,8.09858373043768e-07,1.082556144618595e-06,5.007939407575298e-07,0.0,0.0,0.0,3.0
1.4534858007539016e-06,-6.525854615629762e-07,-1.1716875332607982e-06,-1.3496653864143372e-06,0.0,0.0,1.4831487762794916e-07,-1.6611266294330303e-06,-4.152816573582576e-07,-2.046745311265698e-06,0.0,0.0,4.0
3.3759010723776404e-09,-2.291031209493105e-09,3.8696287119522305e-09,7.965019396536264e-09,-2.4595676095556617e-10,0.0,8.310698803304574e-10,-1.197270672618752e-08,-1.3016492490420466e-08,-4.889792018069092e-09,6.2723868781430766e-09,0.0,5.0
4.414694986224662e-07,5.094899952453846e-07,3.636928017912973e-07,6.011184455614519e-07,8.461193526340633e-07,7.390206436442064e-08,3.1529162059757694e-07,2.382427468760182e-07,6.985149643064265e-07,3.797012728656467e-07,4.851365834261819e-07,1.1600608145161165e-07,6.0
2.686630391800168e-06,0.0,0.0,0.0,0.0,0.0,1.8301187123656984e-06,0.0,0.0,0.0,0.0,0.0,1.0
-9.901696391812383e-07,1.4710500815948283e-06,0.0,0.0,0.0,0.0,1.5615198236333587e-06,-6.516890124652728e-07,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-3.1510965801405865e-08,-1.7464856530798472e-08,1.771344678478541e-09,-5.081020014837162e-09,0.0,0.0,-3.2518812087650474e-08,-5.5751695374481e-08,2.148136919621002e-09,2.2118798083779853e-08,0.0,0.0,4.0
-2.0987264809955164e-06,5.853995109434419e-07,-2.327651993664487e-07,-5.219596940124307e-07,8.878123149664468e-07,0.0,3.0417078253385965e-07,-6.302721696524463e-07,2.913939808101624e-07,-1.455886225232991e-06,5.909089225498632e-07,0.0,5.0
9.58987497837984e-09,-6.145030494622575e-07,5.533252159937934e-07,5.882693531564482e-07,1.401950942077324e-06,7.299955410220414e-07,3.903168278332458e-07,1.2056763825574464e-06,2.416375683944984e-07,1.393031256871799e-07,5.449583572320738e-07,-1.8839011747786288e-07,6.0
3.2624595675560976e-08,0.0,0.0,0.0,0.0,0.0,1.2901544653517296e-06,0.0,0.0,0.0,0.0,0.0,1.0
1.163190191199307e-09,-3.5726555872550154e-10,0.0,0.0,0.0,0.0,2.6587204370269883e-10,-1.5786152594847743e-10,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-3.199991861765106e-07,4.7588319442547625e-08,-9.48733692420281e-07,-1.566739344076186e-06,0.0,0.0,7.370633858593933e-07,-2.90421755472136e-07,1.936888936935885e-06,-6.44860978934774e-08,0.0,0.0,4.0
-3.2604507236863917e-10,1.2755487542105727e-09,-2.690664102443273e-09,4.242782190978543e-09,-6.138857457830032e-09,0.0,-1.8476170173048314e-09,3.377766552183984e-09,2.9037841336235632e-08,-1.8683134228163226e-08,-1.227911595929488e-08,0.0,5.0
-4.027179516281753e-07,-6.813425809523198e-07,2.716004790050485e-07,5.385181911306996e-08,-4.144248688266689e-07,1.6389684077890855e-08,6.626115134347303e-07,-4.2144901914576483e-07,-7.72656535100569e-08,8.663118726885169e-08,7.25828866306595e-08,-4.1676625226636746e-07,6.0
4.156596333754916e-06,0.0,0.0,0.0,0.0,0.0,-1.108425689001311e-05,0.0,0.0,0.0,0.0,0.0,1.0
-9.26859157686566e-08,-1.9913706655246019e-07,0.0,0.0,0.0,0.0,-4.49664343828136e-08,-2.018901135554896e-08,0.0,0.0,0.0,0.0,2.0
1.2704595629078258e-06,-1.7776900239046736e-06,-3.6371667928184164e-07,0.0,0.0,0.0,1.5595701745284968e-07,-2.5978613899738573e-07,-1.2586570271706242e-06,0.0,0.0,0.0,3.0
1.138608129194601e-07,6.439958308262714e-07,1.312905985735294e-07,9.860045480684391e-07,0.0,0.0,6.661611011794379e-07,3.589746713212924e-07,1.4013138756373457e-07,2.886678040694765e-07,0.0,0.0,4.0
-9.905023171744456e-08,-1.151708739692498e-06,4.261408054565338e-07,1.3831091976062804e-07,1.929548736402933e-07,0.0,-7.118002038611394e-07,-1.3579833989725858e-06,-2.4554059160212e-07,-9.149182728806158e-07,1.359379675966169e-07,0.0,5.0
-1.0120394479742766e-06,-4.048157791897107e-07,3.7841475011212084e-07,5.984233257587027e-07,4.1361612221557394e-07,-1.0472408200777298e-06,-1.6544644888622958e-06,1.804070320301972e-06,2.55209947750035e-07,-8.888346456121908e-07,-1.0032391049484134e-06,3.52013721034531e-08,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-4.737948775558997e-06,-2.03054947523957e-06,0.0,0.0,0.0,0.0,-1.804932866879618e-06,1.5341929368476753e-06,0.0,0.0,0.0,0.0,2.0
1.503732243529822e-07,-2.167255751567247e-09,1.3401710129813145e-07,0.0,0.0,0.0,2.816931805106394e-08,7.706508406120584e-08,1.117663200867858e-08,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
6.97547549201695e-08,1.6149811291344362e-08,-3.6471678009270214e-08,-3.270520225423848e-08,-2.0031862014108263e-08,0.0,3.577327479905626e-08,-2.2389913658307805e-08,1.5713787566650025e-07,6.530644726059806e-08,-2.695627303448108e-08,0.0,5.0
2.8467424738898192e-08,3.5984104558566454e-08,7.036891549551035e-08,5.3576333232710344e-08,-5.2776687227061645e-09,5.6934850216232806e-08,3.4384810860431174e-08,4.765894723039479e-08,3.5824174471313e-08,5.549548554840823e-08,2.1910321458752653e-08,3.358516435478095e-08,6.0
-7.274389617241218e-07,0.0,0.0,0.0,0.0,0.0,1.2115153351506154e-06,0.0,0.0,0.0,0.0,0.0,1.0
8.291572555631852e-09,1.1413707900653724e-08,0.0,0.0,0.0,0.0,-1.5354763991910834e-09,1.3307462126322726e-08,0.0,0.0,0.0,0.0,2.0
-1.3668431981957717e-07,-1.0405307917243422e-07,5.375859329044918e-08,0.0,0.0,0.0,-1.766974075133774e-08,-1.685865084374628e-07,-2.514703749713967e-07,0.0,0.0,0.0,3.0
-2.3960085605915375e-07,2.929517604354611e-07,1.2012410647024865e-06,3.909778672509729e-07,0.0,0.0,1.011609174252638e-07,3.634558010041784e-07,9.751190370805136e-07,4.540596519175816e-07,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3.195171624849607e-08,1.7105336744842408e-07,3.7478336026463145e-07,2.4771607219917084e-07,2.143306741918639e-07,4.8146226768961086e-08,1.3774281494989838e-07,9.836005297945742e-08,-4.077388062801588e-08,3.217227319238947e-07,1.726015015801618e-07,3.387551352660465e-07,6.0
1.6706481248417767e-06,0.0,0.0,0.0,0.0,0.0,2.6730369997468422e-06,0.0,0.0,0.0,0.0,0.0,1.0
1.692356697146476e-06,1.114221140968031e-07,0.0,0.0,0.0,0.0,-6.626995876604077e-07,2.3398057572164263e-06,0.0,0.0,0.0,0.0,2.0
1.8193588036346552e-06,1.6189997339213678e-06,2.008143571095043e-06,0.0,0.0,0.0,3.1106159310980883e-06,3.132796215940468e-06,6.535262768096995e-07,0.0,0.0,0.0,3.0
5.161901160907635e-10,-1.223955946709688e-09,1.702895229384305e-10,-4.1508071223536745e-10,0.0,0.0,-6.119779731737439e-10,-7.556597580299103e-10,2.6607737893846784e-10,4.4168844974689155e-10,0.0,0.0,4.0
-1.1723389048329077e-07,4.906300898571301e-07,-7.33890792818954e-08,1.887581112739272e-07,1.377615600667653e-07,0.0,2.263732904708435e-07,5.016158405128124e-07,1.505598904564573e-07,5.133231130428864e-08,2.4279864758214844e-09,0.0,5.0
-7.01051222138073e-08,1.9351934777393105e-07,-1.4459181456207949e-07,-1.3071684246151996e-07,1.6796018859141312e-08,-8.471035600737636e-08,-1.0953925351705961e-08,3.505256110822404e-08,1.905983010144561e-07,3.2131514343739334e-08,7.959852417858156e-08,1.0442742162640044e-07,6.0
1.677609246326961e-06,0.0,0.0,0.0,0.0,0.0,-1.677609246326961e-06,0.0,0.0,0.0,0.0,0.0,1.0
1.2279170726892909e-06,1.0849954413905864e-06,0.0,0.0,0.0,0.0,1.273831203377014e-06,2.227328275778696e-06,0.0,0.0,0.0,0.0,2.0
-5.6633947927534645e-09,-1.7588182586190907e-10,-7.809153068268751e-09,0.0,0.0,0.0,-3.76387107344485e-09,-7.809153068268751e-09,-1.0165969534818332e-08,0.0,0.0,0.0,3.0
-4.761888006004761e-07,-1.997571663535896e-07,-4.075853293275262e-07,-5.02419539616604e-07,0.0,0.0,-2.118636612841101e-07,-4.68117803980129e-07,-3.551238512952703e-07,-2.1589915959428365e-07,0.0,0.0,4.0
-6.371324582286402e-10,-6.591924696138703e-09,-3.532177889285375e-09,-6.251193721458286e-09,-1.876525224961e-08,0.0,-1.1270765073431877e-08,-2.00061358864389e-08,-2.8212574521816883e-08,-1.1631621294723826e-08,-1.5622307152367667e-09,0.0,5.0
7.31142829132291e-07,1.1564402984414174e-06,3.776763955995429e-07,7.934882607649098e-07,-5.0985620128815605e-09,3.4662085760371935e-07,-2.148391571378996e-09,4.664940594189409e-07,8.837634291705572e-07,1.0036880491186357e-07,5.500025944331013e-07,1.135063125168063e-06,6.0
4.298391879277361e-06,0.0,0.0,0.0,0.0,0.0,4.565803567119598e-06,0.0,0.0,0.0,0.0,0.0,1.0
-2.2109936011857727e-08,-2.4415880258493195e-09,0.0,0.0,0.0,0.0,-1.2614871466888152e-08,-2.292379868714084e-08,0.0,0.0,0.0,0.0,2.0
-3.2310572985360104e-09,-1.4984613558427872e-09,-8.272755402048721e-10,0.0,0.0,0.0,7.804486228347852e-11,1.5608972456695702e-11,-2.7627881248351395e-09,0.0,0.0,0.0,3.0
4.1729590324037714e-08,2.319987387024094e-07,3.5735364177482505e-08,-4.365594703251876e-08,0.0,0.0,3.962491998065381e-07,6.979051759349313e-08,6.99753271709473e-08,3.246050298977768e-07,0.0,0.0,4.0
-2.047847834817841e-07,-2.6292176530533493e-08,3.168184784365747e-07,-5.000209633852748e-07,8.669599205352749e-07,0.0,-7.623220847898218e-08,3.042308839947074e-07,4.464359110686566e-07,1.7208697707921446e-07,2.6397013883826015e-07,0.0,5.0
7.398996007641139e-10,-1.5014206056349574e-09,-2.339086196057537e-10,-1.0387766623379952e-08,1.3667008916069912e-09,-3.649265737473455e-10,4.741195494399271e-09,5.92578046756263e-10,-2.968323389577541e-09,-5.058311802091856e-09,-5.340735194519645e-09,9.12631865551281e-10,6.0
-8.626267926007156e-08,0.0,0.0,0.0,0.0,0.0,-1.1770421656047149e-07,0.0,0.0,0.0,0.0,0.0,1.0
5.679142114869456e-07,7.343723962940993e-07,0.0,0.0,0.0,0.0,6.801603694206579e-07,1.8703946431250825e-07,0.0,0.0,0.0,0.0,2.0
2.8184124760819964e-08,-1.2092138541272e-07,1.9333777339342354e-10,0.0,0.0,0.0,9.070537413372217e-08,7.285514498547776e-08,-2.7249926515619943e-08,0.0,0.0,0.0,3.0
8.156961844356289e-07,1.449348585220388e-06,9.662323901469254e-07,1.2848090115359475e-06,0.0,0.0,9.80235758120069e-07,1.4703536371801038e-06,1.347824167415095e-06,9.767349161267832e-07,0.0,0.0,4.0
-1.1136275103671196e-06,-2.5864986978546045e-08,1.0690262329217448e-07,1.0652793649768725e-07,-6.622601909531918e-07,0.0,1.0571360123024645e-07,-2.042708334088605e-06,-1.855575536962045e-06,-1.021289414126593e-06,-9.75595098386903e-07,0.0,5.0
-4.219779678898629e-07,-1.6864334426163849e-07,-1.5606789796978214e-07,-6.522393316537622e-09,-1.9442656304008595e-08,-2.168893299782917e-07,-1.0093669721322892e-07,-1.5380735834433125e-07,-2.2495877959268498e-07,-8.39218997481753e-08,-8.522773551396366e-08,-1.9281521274742965e-07,6.0
-1.8230826346093226e-08,0.0,0.0,0.0,0.0,0.0,-1.4079252029656156e-08,0.0,0.0,0.0,0.0,0.0,1.0
-1.3897550826323803e-06,-3.6842500512737603e-07,0.0,0.0,0.0,0.0,-7.415136179145923e-07,-4.010702587462575e-07,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1.7658612936753977e-08,-2.1246400279268522e-08,-2.8395712875227328e-08,-1.907047749648769e-08,0.0,0.0,-4.37460488745504e-08,-1.0773109090835648e-08,-1.7443738004866604e-09,1.840311086598605e-08,0.0,0.0,4.0
-2.4217515740929646e-10,-3.2828188004371303e-09,-7.964871843683528e-09,-2.6908350823255164e-10,5.166403358064991e-09,0.0,5.6238453220603295e-09,5.919837181116133e-10,-2.8522851872650474e-09,1.2108757870464823e-09,-4.224611079251061e-09,0.0,5.0
3.933471387886679e-07,7.675133903933435e-09,3.780375513901178e-07,4.859416746121851e-07,1.2674022415201846e-06,1.0170485794234357e-06,9.70031941594425e-07,9.970916987071778e-07,2.711237508491431e-07,2.532947444870221e-07,6.885754045159805e-07,1.042278285251736e-07,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-7.580666203756785e-07,2.0823998728392133e-06,1.5069999079757465e-06,0.0,0.0,0.0,1.3243332524635346e-06,-7.397999548244573e-07,1.4156665802196405e-06,0.0,0.0,0.0,3.0
5.975932291223958e-07,6.073101921975568e-07,-8.599512321517404e-07,1.6518837227773544e-07,0.0,0.0,4.421218199198213e-07,-4.469803014574018e-07,1.60329890740155e-07,8.793851583020622e-07,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6.135378861178528e-07,4.792056341678956e-07,7.478312421168466e-07,1.4078129757456211e-06,1.0249345896237137e-06,5.584343196173706e-07,5.407288555548255e-07,5.382658166900423e-07,9.356966535155421e-08,-6.474628994638425e-08,-5.292359666795297e-08,3.56394714466284e-07,6.0
2.765034052039414e-06,0.0,0.0,0.0,0.0,0.0,6.337092988089092e-06,0.0,0.0,0.0,0.0,0.0,1.0
-3.78554273913647e-07,4.448441912611507e-07,0.0,0.0,0.0,0.0,-2.6151860110359185e-07,-4.5681811315123707e-07,0.0,0.0,0.0,0.0,2.0
1.0243171627703795e-06,1.358240391368603e-06,1.1797895245094895e-06,0.0,0.0,0.0,6.58324222737899e-07,3.133949164903459e-06,1.5088244400449277e-06,0.0,0.0,0.0,3.0
1.658721098722469e-07,-1.425098408761558e-07,3.57442715640194e-07,-3.878136653351125e-07,0.0,0.0,-1.6820833677185601e-07,2.266140092620838e-07,2.8034722795309337e-08,-1.635358829726378e-07,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3.250838459102209e-09,-1.493628481209123e-09,-3.5144199557861715e-10,-6.003800757801377e-10,-2.606528133874744e-09,-2.269729554778569e-09,6.003800757801377e-10,1.8597138932701822e-09,4.9787616040304115e-09,-8.05387906534331e-10,1.991504641612164e-09,-8.786049889465429e-11,6.0
4.229891823507201e-06,0.0,0.0,0.0,0.0,0.0,6.22734074016338e-06,0.0,0.0,0.0,0.0,0.0,1.0
4.267264407212763e-06,-8.74062809890781e-06,0.0,0.0,0.0,0.0,5.412494435500338e-06,-2.83315821505836e-06,0.0,0.0,0.0,0.0,2.0
5.7583534718388506e-08,-1.0109109428339317e-07,-6.910024166206622e-08,0.0,0.0,0.0,-3.237474285278287e-07,-9.981146017854009e-08,9.725219196883392e-08,0.0,0.0,0.0,3.0
7.868888844537634e-07,1.1588642114922056e-07,3.65539250893836e-07,3.300861904449639e-07,0.0,0.0,-2.0388468608859e-09,3.471237069443415e-07,4.062069048044619e-07,5.819783147960191e-07,0.0,0.0,4.0
2.158796605208557e-07,-4.496298680721757e-07,1.9326898035857842e-07,3.118263516154277e-08,2.5987264603511413e-08,0.0,-5.219229796801775e-07,1.165580226505504e-07,-3.728680229380761e-07,2.2158554300510403e-07,-1.5688494989957656e-07,0.0,5.0
4.049832607696659e-09,8.415236587421629e-10,-7.941879529379161e-09,1.472666402798785e-09,4.36540397972497e-09,-3.3660946349686515e-09,2.787547119583414e-09,-1.0413855276934264e-08,1.3096211939174911e-08,-4.8387610377674375e-09,9.467141160849332e-10,6.416617897908992e-09,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.334954781657589e-07,8.420159395886502e-08,0.0,0.0,0.0,0.0,-1.608051381011048e-07,-2.758993200031638e-07,0.0,0.0,0.0,0.0,2.0
7.20212807315619e-07,1.08546358816854e-06,9.414210267054162e-07,0.0,0.0,0.0,3.343845176822517e-07,9.156991407298584e-07,-1.106041096948986e-06,0.0,0.0,0.0,3.0
8.262828640535582e-07,1.628973956434818e-06,9.558417333615538e-07,2.15296074863168e-06,0.0,0.0,8.447080977764449e-07,2.846429261160324e-07,1.1642366255012607e-06,5.34514762538816e-07,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-4.96371773693856e-07,-3.6909713707906754e-07,3.224290927348972e-07,-5.600091791951957e-07,4.921288676969845e-07,-7.169816068386436e-07,2.290943384930277e-07,3.9879391884833787e-07,-8.48514224314667e-09,1.2727452372600866e-07,-2.333373211531749e-07,-2.672772726072873e-07,6.0
8.528198907902123e-06,0.0,0.0,0.0,0.0,0.0,-7.314200016260698e-06,0.0,0.0,0.0,0.0,0.0,1.0
-2.744946802924012e-06,4.2583884174244605e-06,0.0,0.0,0.0,0.0,3.913865541133714e-06,3.915504141316166e-06,0.0,0.0,0.0,0.0,2.0
7.597623304200562e-10,1.211820915416974e-07,6.533956032955419e-08,0.0,0.0,0.0,8.85123113767535e-08,2.773132502325366e-08,1.1320458708171965e-07,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5.9832062222120864e-12,-7.479007777765108e-13,2.6924427999954388e-11,4.1882443555484607e-11,4.4874046666590644e-12,0.0,2.1689122555518808e-11,-5.53446575554618e-11,4.4874046666590644e-12,2.505467605551312e-11,-6.132786377767389e-11,0.0,5.0
-4.4785834937453105e-09,-4.9900658978980975e-09,-1.0779493794695898e-08,-5.082363563631187e-09,-1.3541406156956994e-09,-1.2777227503886982e-08,-6.05747641114053e-09,-1.2467757878142647e-08,6.447033683149853e-10,-9.393999972375583e-09,8.2619717307158e-10,-2.827868161473511e-10,6.0
4.510277232370196e-06,0.0,0.0,0.0,0.0,0.0,4.322280825112265e-06,0.0,0.0,0.0,0.0,0.0,1.0
2.7039702326584763e-08,-2.0407097714081428e-08,0.0,0.0,0.0,0.0,-5.5253266327874586e-08,9.008937341302697e-08,0.0,0.0,0.0,0.0,2.0
4.847859507061135e-08,2.770737491161616e-07,2.945367452640999e-07,0.0,0.0,0.0,-2.435896621079468e-07,2.731397565275844e-07,-9.472193476027188e-08,0.0,0.0,0.0,3.0
-1.1190731661626313e-07,2.463342847325916e-07,6.581575774200108e-07,1.0809848381089826e-06,0.0,0.0,4.601217370256087e-07,9.554878915722474e-07,1.3934239357963975e-06,1.2946903494252638e-07,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-3.0957284075556944e-11,-1.7026506241556315e-09,1.578821487853404e-09,6.3772005195647315e-09,1.3621204993245055e-09,-5.1389091565424524e-09,8.668039541155942e-10,6.160499531035831e-09,3.3124293960845924e-09,-6.191456815111389e-11,-4.953165452089111e-10,1.950308896760087e-09,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.385724494895232e-07,-1.6216754748576378e-06,0.0,0.0,0.0,0.0,1.4439576145992666e-07,7.108714410334851e-07,0.0,0.0,0.0,0.0,2.0
-5.661656012361329e-07,-1.3600626174946208e-07,-5.12395683800299e-07,0.0,0.0,0.0,-7.591047167411838e-07,2.973160140569637e-07,-8.223634431362824e-07,0.0,0.0,0.0,3.0
