gamma1,gamma2,gamma3,gamma4,gamma5,gamma6,beta1,beta2,beta3,beta4,beta5,beta6,depth
1.8346572675515222e-09,7.273705196846326e-10,0.0,0.0,0.0,0.0,2.649092738448535e-09,1.6567434398814198e-09,0.0,0.0,0.0,0.0,2.0
6.462940335517297e-08,8.265649992096317e-08,4.938323417034341e-09,0.0,0.0,0.0,1.8650185484278307e-08,1.1742775215999242e-08,2.4545140629791268e-08,0.0,0.0,0.0,3.0
4.804500232731132e-07,2.3158042099032858e-07,4.0694298021946055e-07,8.949249372077586e-07,0.0,0.0,6.631884025371664e-07,-8.479261124909047e-08,-5.070887921388324e-07,-3.7085837642104675e-07,0.0,0.0,4.0
4.5580127016975784e-07,-2.0446064264865955e-09,3.785950844260774e-07,4.396529923923481e-07,1.3851984239374698e-07,0.0,1.254261360728258e-07,-1.2628302499150485e-07,3.770912375815765e-07,4.718941195185042e-07,-2.626198457353891e-08,0.0,5.0
-1.6488588164726166e-07,-1.128879002758684e-07,8.209949664851002e-09,-9.373227184147186e-08,4.652339847691536e-08,-5.268084458194523e-08,-3.6945530447689154e-08,3.7629329987527207e-08,-1.1220493661619762e-07,1.4366706975923292e-08,8.209131722026372e-09,4.789050607340299e-09,6.0
6.270613348185601e-06,0.0,0.0,0.0,0.0,0.0,5.840468270291944e-06,0.0,0.0,0.0,0.0,0.0,1.0
-1.467184623389133e-07,-1.8124045347748113e-07,0.0,0.0,0.0,0.0,-8.889412718181218e-07,-1.061551227510961e-06,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3.262856771881886e-10,-6.835212702440115e-10,-8.597734665312285e-10,-6.633685121733994e-10,-8.96803320153284e-10,0.0,-8.951050983297117e-10,-8.952096646144811e-10,-8.263598135548239e-10,-1.5744465167932647e-09,-4.0327547481025674e-10,0.0,5.0
1.8564542376474742e-07,1.3576384387436343e-08,1.9024725496599835e-07,3.6620933257844276e-08,8.05730746198909e-08,3.5907096746453305e-07,1.888970096668622e-07,2.188472684347877e-07,4.437790371255577e-07,5.215884966932188e-08,2.836643164479035e-07,3.801743743310003e-07,6.0
-1.8263896996112016e-06,0.0,0.0,0.0,0.0,0.0,-3.828144423410636e-06,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1.2292799766408383e-06,9.814603918311499e-07,5.087423612322594e-07,0.0,0.0,0.0,6.417263501577798e-07,3.6965279882200743e-07,8.965261717573873e-07,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-1.249252993252376e-07,1.1645055794864765e-07,3.440401351411884e-08,2.240570225230051e-07,-2.4874644330122192e-08,0.0,1.7438158443457505e-07,1.188827427628723e-07,1.2768206092401997e-08,7.572087156089179e-08,2.021052745714091e-07,0.0,5.0
-1.2736286996558948e-07,-7.050444587380846e-08,4.093806534608233e-08,4.662390775526043e-08,-2.0014165280306916e-07,-5.572125560994539e-08,1.0234516336520583e-08,-1.171283536290689e-07,-3.5138506088720666e-07,-2.4449122359465835e-07,-5.367435234264128e-07,-1.7284960923901428e-07,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-4.545550832891476e-08,-4.193182551271982e-08,-3.911287925976387e-08,0.0,0.0,0.0,5.8845503030455546e-08,-5.602655677749959e-08,7.047365632389886e-08,0.0,0.0,0.0,3.0
4.108560200602439e-08,3.6335657773615746e-08,3.874293256261874e-08,2.4228397093021087e-08,0.0,0.0,3.64082729414909e-08,-5.679819465797053e-08,2.0882182699811524e-08,9.468853622457772e-09,0.0,0.0,4.0
2.3801169146773837e-09,1.9233108277725218e-08,-2.4415007666622145e-08,-3.1791989242889726e-08,-4.918775437359573e-09,0.0,2.604744050721726e-08,2.501591368302132e-09,-7.341984485842808e-08,-3.130083370186792e-08,-4.3359691720070805e-08,0.0,5.0
8.994218696936857e-09,-1.0675302862663423e-08,-2.2224017561619422e-08,1.1400455893623203e-08,-1.4833676757362052e-08,1.6490381655821996e-08,1.1849670843358501e-08,-3.3795531426241555e-09,6.159614813378045e-09,-7.115209662011138e-09,2.140871198017844e-08,-1.726459573109272e-08,6.0
8.141541385645881e-07,0.0,0.0,0.0,0.0,0.0,1.2515726120994793e-06,0.0,0.0,0.0,0.0,0.0,1.0
-2.429704678322921e-08,-5.658691569459906e-09,0.0,0.0,0.0,0.0,6.534752726940772e-09,7.093620151734918e-09,0.0,0.0,0.0,0.0,2.0
3.005203465001954e-07,6.830450912751302e-07,6.794815651755148e-07,0.0,0.0,0.0,9.417370170227074e-07,9.386813915703914e-07,1.0645024138826286e-06,0.0,0.0,0.0,3.0
-2.177483233798629e-09,-7.426773172420325e-09,-1.5670102557515134e-08,2.9940394464731152e-09,0.0,0.0,-6.376915184695986e-09,-3.888362917497552e-09,-3.7717120299726254e-09,-5.949195263771255e-09,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-2.3748811860646984e-07,1.6763867168195889e-07,2.4946231190809135e-08,-1.726279179765525e-07,-2.91371977502643e-07,1.9956984535401733e-08,-2.414795153332682e-07,-1.1175911478881859e-07,1.0976341633864935e-08,-9.080428106016874e-08,-1.1774621016429616e-07,2.993547426179989e-09,6.0
-3.1727257292689e-07,0.0,0.0,0.0,0.0,0.0,-1.812226112740884e-07,0.0,0.0,0.0,0.0,0.0,1.0
5.6242810145247934e-08,4.580537493078219e-08,0.0,0.0,0.0,0.0,5.697245977461056e-09,1.5400797398239754e-07,0.0,0.0,0.0,0.0,2.0
-2.1569604166643168e-06,-1.497394008262938e-06,-4.634790977961635e-07,0.0,0.0,0.0,3.2087014462690394e-07,5.882619318169872e-07,2.6739178718976043e-06,0.0,0.0,0.0,3.0
-2.4586300302678646e-07,1.6446201260174123e-06,3.5608457769644524e-07,-7.587406135557e-08,0.0,0.0,-3.911593155980561e-07,-1.0211982726034712e-07,2.219013728447111e-07,8.90284562634256e-07,0.0,0.0,4.0
-1.2650703603921567e-07,-1.2650703603921567e-07,1.1104506496775598e-07,2.1927886246797383e-07,-1.2510140230544662e-07,0.0,4.498027948061002e-08,-2.0100562392897603e-07,-4.638591321437908e-08,3.500027997084967e-07,5.903661681830065e-08,0.0,5.0
3.189011075136207e-07,4.5509230969912135e-07,-6.880161442197994e-08,2.741813840039971e-07,1.4536251820715808e-07,1.9330187752529883e-07,1.2870496872084775e-07,5.30272561183689e-07,1.459446334916685e-07,3.427265728194763e-07,-4.256642274410023e-08,-5.8970918269320954e-08,6.0
4.29006155434165e-07,0.0,0.0,0.0,0.0,0.0,2.127802066725957e-06,0.0,0.0,0.0,0.0,0.0,1.0
1.1446983655385115e-06,7.63132243692341e-07,0.0,0.0,0.0,0.0,1.1793861947972543e-06,-2.8097141699581645e-06,0.0,0.0,0.0,0.0,2.0
-3.440109424032695e-08,1.1741614175907765e-06,2.484855767506794e-06,0.0,0.0,0.0,2.023041214125214e-06,7.605748996058298e-07,-4.865496727200493e-07,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2.0034654170855404e-07,1.5576072172517546e-07,6.82835218721684e-08,2.1688450540512906e-07,3.1026743429546674e-07,0.0,1.7318876856963665e-08,2.40540633612209e-07,1.3673029077646444e-07,1.5730332412546268e-07,5.3176880645890245e-08,0.0,5.0
8.781590623183183e-07,6.239400302476052e-07,-2.1769576657856562e-08,2.977842036846918e-06,1.4733136280845015e-06,1.6279499267957438e-06,6.099082546004738e-08,5.459479506731995e-07,5.213900808558137e-07,2.0099964288278883e-06,4.3377217756237885e-07,2.6717218000255354e-07,6.0
-1.4920755992097753e-07,0.0,0.0,0.0,0.0,0.0,2.0543067355071519e-07,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4.911496845132747e-07,7.02528448555448e-09,1.0329386742615771e-06,0.0,0.0,0.0,1.701486684679195e-06,-6.487279077029361e-07,9.12584705423791e-07,0.0,0.0,0.0,3.0
-2.4058539381976127e-07,3.251103455485774e-07,3.7109678655823105e-07,-6.457157924477098e-07,0.0,0.0,5.720855012255264e-07,9.074706704506055e-08,1.6544398492282128e-07,-4.239643911176251e-07,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-5.603015136986298e-08,-4.629453168065176e-09,-1.567111572932348e-07,-1.0805709451836999e-07,-2.3176657991252188e-08,-1.8956968072405963e-08,2.9094320516142443e-08,2.5341610273470117e-08,8.388490723217914e-08,5.198211073188162e-09,2.2985485543683605e-08,-4.983838479858069e-09,6.0
1.098344491361925e-06,0.0,0.0,0.0,0.0,0.0,5.312658037098726e-06,0.0,0.0,0.0,0.0,0.0,1.0
3.7187159621325836e-07,2.0917777329048303e-07,0.0,0.0,0.0,0.0,2.72067822429377e-07,-9.160072462893085e-08,0.0,0.0,0.0,0.0,2.0
-1.0546367064571416e-07,-9.173142186372013e-08,-1.1809733952514866e-07,0.0,0.0,0.0,-1.3677319786866056e-07,-1.4501254713785697e-07,-9.392858166883917e-08,0.0,0.0,0.0,3.0
1.7674321601956646e-06,3.0767858419751222e-06,-3.110848170313406e-07,-1.972265285064792e-07,0.0,0.0,1.1216885527065995e-06,1.8692012391896346e-06,3.7777295183103355e-06,2.0191373395958338e-08,0.0,0.0,4.0
3.5205433307836263e-09,-6.170024394156871e-10,7.62179483984084e-10,-6.9684981392830545e-09,-4.754548209615e-09,0.0,4.464194120478206e-09,2.540598279946947e-09,2.2139499296680538e-09,-4.645665426188703e-09,-2.540598279946947e-09,0.0,5.0
4.737070170601682e-09,-6.232426746267416e-09,3.781121526098362e-09,-3.159258723091307e-09,-3.868950135450693e-09,4.549188965694983e-09,-1.7770738237255946e-09,-2.905465266309783e-09,-7.959974099137724e-09,-3.1877084811165927e-09,-1.3415111551383891e-09,-8.753806013128794e-09,6.0
-4.693920024645741e-07,0.0,0.0,0.0,0.0,0.0,-1.537663456349467e-06,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-6.5910925821667e-07,-8.336822747792625e-07,-1.36874244814308e-07,0.0,0.0,0.0,-8.911738814342959e-07,-4.2357751886339006e-08,-5.972457098047743e-07,0.0,0.0,0.0,3.0
5.5594597055964165e-08,-1.0352977832988986e-06,1.3417805743570973e-06,1.99466158491033e-06,0.0,0.0,-8.226820001898221e-07,-9.256152722848277e-07,1.2641974081216932e-06,-2.2464841214788285e-07,0.0,0.0,4.0
2.939831124089559e-07,4.391942882444731e-07,-9.088403333949815e-09,3.1954633501405484e-07,4.930495999871128e-07,0.0,2.4185031430058826e-07,3.7133018377939997e-07,1.0288604631910065e-07,-1.3484185669803458e-07,2.0515516366260637e-07,0.0,5.0
9.822992315739336e-07,8.17352319526764e-07,1.9176221016646367e-07,2.440467329499226e-07,5.850669134273212e-07,4.4630356782016447e-07,1.3705049607090264e-07,6.789707902312388e-07,9.8438741984554e-07,5.336779242111071e-07,2.9105224352640984e-07,3.193980456803697e-07,6.0
-1.0374520672809773e-05,0.0,0.0,0.0,0.0,0.0,1.6172046605729577e-05,0.0,0.0,0.0,0.0,0.0,1.0
-3.3184459355596315e-08,1.7469926608022037e-08,0.0,0.0,0.0,0.0,-5.053171163036525e-09,-1.7663720032037567e-08,0.0,0.0,0.0,0.0,2.0
-2.7456097224143687e-07,-1.2850271515600345e-07,-1.0291783251794569e-07,0.0,0.0,0.0,2.63822780471423e-08,-7.955459454781187e-08,1.8154863971001207e-07,0.0,0.0,0.0,3.0
1.3156251847719932e-08,-6.456308777121819e-09,1.7541669130293245e-08,-1.0963543206433278e-09,0.0,0.0,1.875984059767472e-08,-2.8261578043250227e-08,-1.7176217690078802e-08,-1.7176217690078802e-08,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
3.034549535354814e-07,3.7342514783548974e-07,4.500336138412616e-08,1.9788477593431327e-07,4.5748706429747717e-07,4.6910843661937425e-07,3.102135349049452e-07,3.759423943841777e-07,2.251164997977323e-07,3.4689553355993665e-07,5.443927532242366e-07,1.0154195217698512e-07,6.0
-3.7810103449321195e-10,0.0,0.0,0.0,0.0,0.0,-8.54837121462914e-10,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-1.0731348736596492e-07,1.8074458292295395e-06,-1.8333461806756365e-07,0.0,0.0,0.0,1.2013019516876965e-06,-6.537824178188962e-08,-5.020988833927593e-07,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-1.1751889798098083e-06,1.7484511543107456e-06,-6.019259322959659e-07,5.016043260107609e-07,-1.9347616194158117e-06,3.152945258890482e-07,1.375830044519547e-06,-2.02075091207508e-06,-9.172209667016961e-07,1.6767928079720692e-06,-1.4331595835081502e-07,9.888779101744207e-07,6.0
5.558209062907956e-07,0.0,0.0,0.0,0.0,0.0,1.3582940603864997e-06,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-2.3534079737654423e-07,4.083617224276962e-07,1.0877981042028429e-06,0.0,0.0,0.0,3.656998687644447e-07,4.6323780084046344e-07,1.2866573245159632e-06,0.0,0.0,0.0,3.0
1.8764703764215372e-07,9.880101756199634e-07,6.374955559536132e-07,7.528837889601018e-08,0.0,0.0,4.4120426338133403e-07,5.12664364920795e-07,2.572235850273645e-07,1.0865271948569233e-07,0.0,0.0,4.0
5.412218194084363e-07,-1.0192906620510447e-06,9.209549720224111e-08,1.7617166443559735e-06,1.211064331837114e-06,0.0,1.5512568356425866e-06,2.2357308849019866e-06,-1.502714202069519e-06,-2.023621286322271e-06,6.634082656018105e-07,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
4.436124401674004e-06,0.0,0.0,0.0,0.0,0.0,-1.2543524170250632e-05,0.0,0.0,0.0,0.0,0.0,1.0
9.980536231395464e-07,-5.882567712544347e-07,0.0,0.0,0.0,0.0,-1.1038076494324785e-06,-6.080856511843595e-07,0.0,0.0,0.0,0.0,2.0
1.0661114847187822e-06,1.2978748509619958e-06,2.4721425732609444e-06,0.0,0.0,0.0,2.951120196830252e-06,2.9665710879131332e-06,3.3991960382337985e-07,0.0,0.0,0.0,3.0
-2.860121423156601e-07,-2.0758945813233396e-07,-2.2142875534115623e-07,-1.1225207736044725e-07,0.0,0.0,9.226198139214842e-09,-3.490578296002949e-07,-3.3214313301173436e-07,5.843258821502734e-08,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1.5851512576103543e-07,7.650961870191161e-07,1.399338917417759e-07,5.394896448292383e-07,-4.544863644624935e-07,-9.45154958064839e-08,-5.350521032275733e-07,2.459781993863211e-07,1.5304698834172585e-07,3.1453723410349756e-07,-2.801045852123621e-07,-1.1807140888945134e-06,6.0
3.250050728455901e-08,0.0,0.0,0.0,0.0,0.0,-8.029537093832225e-08,0.0,0.0,0.0,0.0,0.0,1.0
2.3302465521923494e-06,2.3092286633724863e-06,0.0,0.0,0.0,0.0,3.0375406837453234e-06,1.3186136195114848e-06,0.0,0.0,0.0,0.0,2.0
7.818613274305681e-07,1.1058650840312086e-06,4.2289270237703756e-07,0.0,0.0,0.0,4.532436030378343e-07,-2.9269435775705924e-07,8.642001120309903e-07,0.0,0.0,0.0,3.0
7.556335132218321e-07,2.7839445082747436e-07,8.909541580900046e-07,7.018833923327751e-07,0.0,0.0,2.329126858599767e-07,5.038565254236713e-07,6.356171558111865e-07,3.6596035373358393e-07,0.0,0.0,4.0
1.525057876286832e-07,1.7014741225046458e-07,-8.582448170406806e-07,1.7691821636161132e-07,-3.139395887359226e-07,0.0,1.4957504384749486e-07,1.1442757673892273e-07,3.9544655693639165e-07,-7.498627009361449e-08,-3.919137645453762e-07,0.0,5.0
-2.7105157002052454e-08,-4.2742747580159636e-08,-2.6757654989205627e-08,-2.1545124796503232e-08,-4.4132755631546945e-08,4.170024154161916e-09,-1.9460112719422275e-08,-5.560032205549221e-09,-6.498287640235653e-08,3.197018518190802e-08,2.2240128822196883e-08,-2.571514895066515e-08,6.0
1.3425894165804363e-06,0.0,0.0,0.0,0.0,0.0,9.304862031089633e-07,0.0,0.0,0.0,0.0,0.0,1.0
-9.798996584602583e-09,-9.475952503026865e-09,0.0,0.0,0.0,0.0,3.5534818051108253e-09,-3.5427141063190285e-08,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-1.793526128215278e-07,-4.065177725853414e-07,1.331439820980216e-07,9.296043220981477e-08,0.0,0.0,-2.553070223296045e-07,1.5863059079983774e-07,4.7507760477174075e-07,1.4141584562286774e-07,0.0,0.0,4.0
2.2791026173406856e-07,-1.8769080378099763e-07,1.4914715657597133e-07,3.85436472050263e-07,-1.0725188787485578e-07,0.0,2.513716122066933e-07,-2.0277310051339922e-07,1.4411972433183747e-07,-3.1002498838825503e-07,4.859851169329403e-08,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1.1422501474119205e-06,0.0,0.0,0.0,0.0,0.0,2.5667804960837357e-06,0.0,0.0,0.0,0.0,0.0,1.0
2.4146952931389526e-07,2.5046041604366794e-07,0.0,0.0,0.0,0.0,2.703688080881646e-07,2.4146952931389526e-07,0.0,0.0,0.0,0.0,2.0
-2.174517498969886e-07,-3.249879303180681e-08,1.5829825998819773e-07,0.0,0.0,0.0,-2.456515889250196e-07,-8.423213220337864e-08,-1.0200560245566064e-07,0.0,0.0,0.0,3.0
-1.341780555766845e-06,3.2276508214322735e-08,2.7665578469419484e-08,-2.3976834673496886e-07,0.0,0.0,-5.256459909189702e-07,-4.1037274729638906e-07,7.377487591845197e-08,-8.391892135723911e-07,0.0,0.0,4.0
-5.99861789969686e-08,-5.574473199718294e-08,-1.1027762199442711e-07,-1.0421841199473332e-07,-8.725262399559068e-08,0.0,-9.634143899513138e-08,5.816841599706046e-08,6.665130999663178e-08,1.6965787999142634e-08,-3.090197099843837e-08,0.0,5.0
1.9339157536903826e-07,2.948145811361732e-07,1.7255414450468766e-07,3.8427646287780494e-07,2.6001561883435017e-07,1.8078389251962125e-07,-7.540494519063483e-09,3.6971594140708833e-08,2.9671739781370136e-07,2.393879040374121e-07,8.272768128327075e-08,3.6299424242329247e-07,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.089210810574625e-07,1.9621374444528692e-06,0.0,0.0,0.0,0.0,7.943586406971134e-07,1.2190711040076397e-06,0.0,0.0,0.0,0.0,2.0
-2.9243257631901157e-07,-1.5299452668345638e-07,-3.6796151987160397e-07,0.0,0.0,0.0,-2.6531962222320917e-07,-1.64614364153086e-07,-2.7500282011456716e-07,0.0,0.0,0.0,3.0
-3.912267686503042e-08,1.9931686549482897e-07,-5.3638383970974884e-09,9.778761414887703e-08,0.0,0.0,1.424820405165871e-07,8.26254704587051e-08,4.177573755015036e-08,7.386961301421805e-08,0.0,0.0,4.0
-1.2842948204254153e-08,-5.644923745590779e-08,-1.0662633741671472e-07,-3.733415175655277e-08,-1.0154889277782354e-08,0.0,-8.362849993467821e-08,-6.2721374951008655e-09,-9.288736957030329e-08,1.493366070262111e-08,-7.526564994121039e-08,0.0,5.0
-4.117363718887949e-07,-4.891271422929741e-08,-1.1787040964493955e-06,-2.5316805594000955e-07,9.182803875255292e-07,2.3522315774820858e-07,-3.0811347816698306e-07,4.024369669571322e-07,1.6770486267408015e-06,-7.630636468675975e-07,-2.1512515169762659e-07,3.6349664285251223e-07,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.701389838851439e-07,-5.249215759703636e-07,0.0,0.0,0.0,0.0,3.171772143889257e-06,3.73815874611952e-06,0.0,0.0,0.0,0.0,2.0
-8.923219501193437e-09,5.426282048451787e-09,-2.7734331622543914e-09,0.0,0.0,0.0,-9.646723782174375e-09,-1.929344726761571e-09,-4.702777901577887e-09,0.0,0.0,0.0,3.0
-5.043425219545888e-07,-1.905014630421116e-07,6.41245225559631e-07,2.8927821862779255e-07,0.0,0.0,2.1671910682479805e-08,6.773403795084496e-07,4.205458088268746e-07,1.3447804681067013e-06,0.0,0.0,4.0
5.485643370894457e-07,-2.4720660494367095e-07,3.5553316946398216e-07,8.317957570632492e-07,-8.922126152509204e-07,0.0,4.460302404879746e-07,-8.448777255345374e-08,2.169523003081559e-07,2.5912168784198456e-07,-1.8151798584015368e-08,0.0,5.0
-3.3769438700425656e-08,3.2803882366182014e-08,-5.30675625601086e-08,-1.6596856975876525e-07,-1.6404388171453518e-07,5.4036855926788715e-08,-1.5631853517664578e-07,-2.0071820576982948e-07,-7.14052749041762e-08,4.8245156072531884e-08,-1.0623295346249253e-08,-2.5089286195575622e-08,6.0
-1.3812630956872604e-06,0.0,0.0,0.0,0.0,0.0,-4.918087388105861e-07,0.0,0.0,0.0,0.0,0.0,1.0
4.910534619543951e-07,-8.352517981334738e-07,0.0,0.0,0.0,0.0,-1.4979615440458706e-07,1.6757571875529698e-07,0.0,0.0,0.0,0.0,2.0
-7.680759692563422e-08,-7.676652574974121e-07,-3.5590760873748466e-07,0.0,0.0,0.0,-3.678269549129906e-07,-2.382456315258281e-07,-1.0568960283067204e-07,0.0,0.0,0.0,3.0
9.517825057267832e-07,4.312556238376587e-07,-2.3318092409946988e-07,4.7019395915908784e-07,0.0,0.0,6.797486138674869e-07,-5.415800375388902e-07,7.901156273261588e-07,1.9091225127063893e-07,0.0,0.0,4.0
5.183977508220208e-08,8.4742199587235e-08,-1.2661633826271376e-08,-2.088484756057276e-08,6.074249568270658e-08,0.0,2.9851789471643354e-08,-9.065179023308309e-08,-7.450344223674067e-08,1.3553154438973215e-07,3.3342341488476073e-08,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
8.56637279169099e-06,0.0,0.0,0.0,0.0,0.0,-3.3030929550190796e-06,0.0,0.0,0.0,0.0,0.0,1.0
1.6798170702015562e-07,2.85281565667193e-08,0.0,0.0,0.0,0.0,2.2281544610386607e-08,3.5678191870486815e-08,0.0,0.0,0.0,0.0,2.0
-8.411517906642923e-08,-7.669325150174429e-08,-5.4427468807689496e-08,0.0,0.0,0.0,-1.7565228569754338e-07,-5.962281810296895e-07,1.6080843056817352e-07,0.0,0.0,0.0,3.0
-1.2873666504952432e-07,3.763670511755015e-08,-5.89046427435841e-08,-6.883324569221105e-08,0.0,0.0,-1.0249175573683735e-08,1.0308949381806727e-07,-6.922172300656193e-08,-7.278476816280223e-08,0.0,0.0,4.0
-3.077238166724716e-09,4.537335364168386e-09,6.904274564538119e-09,8.817628271363868e-09,8.669987963487545e-09,0.0,-1.2298480004411627e-08,8.269527162049402e-09,1.1541718275229333e-08,3.17789482018405e-09,1.8111069632505527e-09,0.0,5.0
-1.016835900128809e-08,-1.0318026903216532e-08,5.228350517532498e-09,-1.3528212910154503e-08,-1.5119490475910804e-08,-9.902205517784473e-09,-1.496975652780227e-08,-1.4254536163906279e-08,-1.0101776121029949e-08,-7.3462716140192884e-09,-5.8270939145724524e-09,-3.882715091934395e-08,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.002546186875731e-08,1.5357599110693073e-07,0.0,0.0,0.0,0.0,1.2617988669024081e-07,-2.2626535006395863e-07,0.0,0.0,0.0,0.0,2.0
5.334871344250467e-07,4.5499266226603796e-07,2.750191127258601e-07,0.0,0.0,0.0,4.431277713947904e-09,-2.846298169369809e-07,3.593330885604036e-07,0.0,0.0,0.0,3.0
-4.53955893569612e-07,8.883165687117587e-07,4.898804606866317e-08,7.413524305057692e-07,0.0,0.0,3.8863849881139443e-07,4.506900238317011e-07,1.0777370135105897e-06,2.1554740270211794e-07,0.0,0.0,4.0
-3.8257967859736445e-07,2.1400696551672583e-07,-7.6901681117996e-07,-2.1825975989359175e-07,7.253470349861312e-08,0.0,3.44222687949161e-07,3.725423861328163e-09,-2.4504663881874456e-07,4.247648660413678e-07,4.513964596831149e-07,0.0,5.0
-2.37452367199097e-11,-2.791328359095768e-11,-3.410220167221074e-11,-1.7430014188018822e-11,-5.304786926788337e-12,-1.8945667595672634e-11,-9.85174714974977e-12,-3.52389417279511e-11,-5.304786926788337e-12,-2.7660674689682046e-11,-2.008240765141299e-11,-4.142785980920416e-11,6.0
-2.5813256437911504e-07,0.0,0.0,0.0,0.0,0.0,-3.169814391598459e-07,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3.951404016023612e-08,-5.289851370372769e-08,5.9178052036465634e-08,-8.67991265079102e-09,0.0,0.0,9.35634301923479e-08,5.706857634002563e-08,3.023186031232424e-08,4.930388923162178e-08,0.0,0.0,4.0
3.9947206036897493e-07,1.987373232875155e-07,-1.9692808742028607e-07,1.558734647218427e-07,-9.328242404855761e-08,0.0,2.2025279621610056e-07,3.594609163234567e-07,1.2568325750215941e-07,6.24591383393747e-08,2.745094282175343e-07,0.0,5.0
-1.0198309632630749e-07,2.9315633968953545e-07,3.0368493909892296e-06,-2.0681075684626867e-06,1.7520614141436857e-06,-5.294055819985332e-07,9.655335162801904e-07,1.5576487578127002e-06,2.927040298052021e-07,1.913240646725673e-06,3.5550634741422957e-07,-1.6773638541886105e-06,6.0
4.487087546486854e-08,0.0,0.0,0.0,0.0,0.0,-5.2883531797880775e-08,0.0,0.0,0.0,0.0,0.0,1.0
-4.915180806853122e-08,6.687320825650506e-09,0.0,0.0,0.0,0.0,-6.319518180239729e-08,-1.203717748617091e-08,0.0,0.0,0.0,0.0,2.0
-6.299702715928049e-08,6.254734034113119e-07,3.0786677147598816e-07,0.0,0.0,0.0,2.0523988038511197e-07,7.123646721102482e-07,7.520276008466672e-07,0.0,0.0,0.0,3.0
-2.8395148001092184e-08,-4.069971213489879e-08,-1.7415690774003206e-07,-8.234592920316733e-08,0.0,0.0,-2.5555633200982965e-08,-8.991796867012525e-09,6.672859780256662e-08,-7.004136506936072e-08,0.0,0.0,4.0
-1.614444343258446e-07,-6.703402202122018e-08,2.5794134940820224e-07,4.6333071796113105e-07,-2.2559193084077476e-07,0.0,1.2609419331832528e-07,-4.256886406135435e-08,2.1201797682481834e-08,-1.4805739537539928e-07,-4.447003780569662e-07,0.0,5.0
