gamma1,gamma2,gamma3,gamma4,gamma5,gamma6,beta1,beta2,beta3,beta4,beta5,beta6,depth
1.3852773597340738e-07,4.642869147100723e-07,8.109744082506594e-08,0.0,0.0,0.0,1.4778902264569195e-07,1.1753874308424927e-07,2.016599967802221e-07,0.0,0.0,0.0,3.0
-7.244461615975324e-07,2.709428644374771e-06,3.622230807987662e-07,5.650680060460752e-07,0.0,0.0,1.34746986057141e-06,-1.4923590928909166e-06,2.752895414070623e-06,4.2017877372656876e-07,0.0,0.0,4.0
5.594408101979085e-07,-5.045936719432115e-07,7.459210802638779e-07,1.4918421605277558e-06,8.665847844242112e-07,0.0,-1.2285758969052108e-06,3.2908282952818144e-06,-1.6454141476409072e-07,-1.5357198711315135e-06,1.7880167071031193e-06,0.0,5.0
1.2196767035647526e-07,9.033125511472e-08,3.801426378060669e-08,2.3601569633261072e-08,-3.010561980584336e-08,1.3125140916020902e-08,-7.581135338758827e-08,1.7738324969768058e-08,4.5061037294731583e-08,1.2417927519395284e-07,3.0732701545938406e-08,2.0402564810738895e-07,6.0
2.9099327193757714e-06,0.0,0.0,0.0,0.0,0.0,-6.7898430118768e-07,0.0,0.0,0.0,0.0,0.0,1.0
-5.543892151207256e-07,-6.69090432042255e-08,0.0,0.0,0.0,0.0,5.35272345633804e-07,-2.1984399909959807e-07,0.0,0.0,0.0,0.0,2.0
-1.896033263698978e-08,8.93844252886661e-08,-4.740083159247445e-09,0.0,0.0,0.0,-2.0314642111060477e-07,-1.27982245299681e-07,-1.0834475792565588e-07,0.0,0.0,0.0,3.0
-1.9256676597114008e-07,-1.2921367198130962e-07,2.8079810731273853e-07,-3.046433070624656e-07,0.0,0.0,1.3075414413560077e-08,4.7707276443656826e-08,-7.713232144678425e-08,1.2605180835086057e-07,0.0,0.0,4.0
-1.581560643611239e-08,1.2255383342268558e-08,-1.4583221519012672e-08,-1.2323849170996583e-08,6.298856242953984e-09,0.0,-3.6286889225711097e-09,-2.8070989778382007e-09,6.0249929280428674e-09,-9.722147679341902e-09,2.190906519288545e-09,0.0,5.0
-1.7119260829842037e-07,2.0056424714851594e-08,-3.272972110961755e-08,-3.691242542641914e-08,-3.8335923616453636e-07,-2.0472877929222263e-07,-7.376138446114264e-08,-1.4256741389418356e-07,9.089218754483211e-08,-3.0902649389490756e-07,-1.8561935266012064e-07,-1.4785833398208498e-07,6.0
-1.517393480811962e-06,0.0,0.0,0.0,0.0,0.0,-1.5789094327367712e-06,0.0,0.0,0.0,0.0,0.0,1.0
-1.1835963391932626e-07,-1.5933027642986227e-07,0.0,0.0,0.0,0.0,-2.7313761673690688e-08,-1.047027530824809e-07,0.0,0.0,0.0,0.0,2.0
1.028917607240229e-07,8.586140032832257e-08,2.1997548844446275e-08,0.0,0.0,0.0,-9.721497392545612e-08,9.011899042724765e-08,7.379822838136816e-08,0.0,0.0,0.0,3.0
-2.8010655867253666e-08,-1.493901646253529e-08,-5.0685948712173304e-09,-7.869660457942696e-09,0.0,0.0,-3.2812482587354296e-08,-1.0670726044668062e-09,1.6139473142560444e-08,-1.187118272469322e-08,0.0,0.0,4.0
1.4116120024960414e-08,-4.513340843661078e-08,-1.8239736899812324e-07,-1.0085743337616501e-08,-1.3038786569957948e-08,0.0,-6.274416562078146e-08,-1.0421529633182134e-07,-7.855398598450224e-08,-3.124763883317842e-09,-1.8483817887333464e-08,0.0,5.0
-1.0691937437136615e-07,4.923264215239651e-07,2.3124422829155934e-07,4.724344448967342e-08,1.4918982470423185e-07,-2.4616321076198255e-07,-3.580555792901564e-07,-1.2681135099859706e-07,-6.21624269600966e-08,-1.4918982470423183e-08,-3.7794755591738734e-07,3.729745617605796e-08,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1621697725900293e-07,-6.189817270403448e-08,0.0,0.0,0.0,0.0,8.400466289464171e-08,1.0484792509355883e-07,0.0,0.0,0.0,0.0,2.0
2.4095872566419452e-06,1.0755838768778538e-06,1.0546309442114021e-06,0.0,0.0,0.0,2.318791215087321e-06,1.4597209757628016e-06,1.0546309442114021e-06,0.0,0.0,0.0,3.0
-3.4858568503525104e-08,-1.4866154214738648e-08,8.35580392069793e-08,3.742169854054901e-08,0.0,0.0,-2.9219682422072515e-08,-1.6404032236952993e-08,6.664138096262153e-08,9.791156741431317e-08,0.0,0.0,4.0
3.680807041923954e-07,2.7751087965414064e-07,5.419235655958541e-07,3.7943993127959904e-07,3.620167595750164e-07,0.0,5.336694352228109e-07,1.772838656411237e-07,5.311316028661206e-07,2.1898176940167515e-07,1.1789450432924198e-07,0.0,5.0
1.963521725851051e-06,2.0287309344586505e-06,-1.66645755330532e-07,1.463584459859455e-06,5.434100717299956e-07,-8.042469061603936e-07,-2.8981870492266435e-07,9.491562586217258e-07,1.4490935246133218e-06,6.013738127145286e-07,4.274825897609299e-07,2.217113092658382e-06,6.0
9.059939602925976e-06,0.0,0.0,0.0,0.0,0.0,-5.850648931156371e-06,0.0,0.0,0.0,0.0,0.0,1.0
-5.126702715292115e-07,-9.617863771663722e-07,0.0,0.0,0.0,0.0,2.3726888599699045e-07,2.457427747825973e-07,0.0,0.0,0.0,0.0,2.0
1.5872085416047498e-07,2.666510349895979e-07,3.428370449866259e-08,0.0,0.0,0.0,-2.9458590532184156e-07,1.0158134666270398e-07,-1.8157665715958337e-07,0.0,0.0,0.0,3.0
6.339354679024933e-07,3.4911327225011336e-07,-1.0581539547289864e-07,2.4590888439829404e-07,0.0,0.0,-2.1503790113971796e-07,1.063111782279002e-06,-3.117480433191892e-07,5.300979231867986e-07,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-6.301903656506267e-08,-3.301007071475608e-08,-3.490064315544614e-08,2.7798314973728704e-08,-8.061495217523094e-08,-5.319456356629419e-09,-5.410494618725979e-08,2.5420839001368024e-09,-1.1037156399422044e-07,-5.7189161258508856e-08,-1.6111414130574428e-07,-9.294395159183953e-08,6.0
1.9857075317550564e-06,0.0,0.0,0.0,0.0,0.0,1.8139480195139145e-06,0.0,0.0,0.0,0.0,0.0,1.0
4.376963130990873e-07,3.496335804709174e-07,0.0,0.0,0.0,0.0,-3.6876699686074905e-07,1.5053157466999735e-07,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
3.3720334805789353e-07,0.0,0.0,0.0,0.0,0.0,1.1627701657168743e-07,0.0,0.0,0.0,0.0,0.0,1.0
-3.089972853440727e-07,7.078958505362841e-07,0.0,0.0,0.0,0.0,1.3647895543035083e-06,6.978540554795565e-07,0.0,0.0,0.0,0.0,2.0
7.562857517682323e-07,4.857254956447514e-07,1.333854432208981e-06,0.0,0.0,0.0,1.1866660202382977e-06,8.88403179943055e-07,3.1390665396035406e-07,0.0,0.0,0.0,3.0
4.090633270923768e-08,8.181266541847536e-07,-1.6873862242560544e-06,-2.11690271770305e-06,0.0,0.0,1.360135562582153e-06,-1.3703621457594623e-06,1.6158001420148884e-06,-8.794861532486102e-07,0.0,0.0,4.0
4.865033971870681e-07,1.4643984245961979e-07,-2.485188705867042e-07,7.761628933223829e-07,4.2514296035549353e-07,0.0,-2.436966817782216e-07,7.791914592278508e-08,9.226432170462586e-07,4.115693472133098e-07,-5.817205139102319e-07,0.0,5.0
-3.412186935783152e-07,2.3742564569537955e-08,-1.5849369142320522e-07,-4.97529178254609e-07,1.9029534292228494e-08,9.191654125575503e-08,3.4179858554732267e-08,-1.6329589888641454e-07,-3.8540022689368875e-08,3.888722022369661e-08,-2.1316857458368245e-07,-8.241831003628557e-08,6.0
1.0439494443977807e-06,0.0,0.0,0.0,0.0,0.0,1.8656084099496653e-06,0.0,0.0,0.0,0.0,0.0,1.0
-1.1643390939540775e-11,-8.832917264479208e-12,0.0,0.0,0.0,0.0,-3.9748127690156434e-11,-1.3048627777071557e-11,0.0,0.0,0.0,0.0,2.0
-8.049724778866691e-07,-2.3599035521421056e-07,-1.5825849797571437e-07,0.0,0.0,0.0,6.128787195706932e-07,4.567973161508078e-08,-7.623368917062338e-07,0.0,0.0,0.0,3.0
-2.7872789668081236e-08,5.428687827946237e-09,2.6933064858002515e-08,-9.701699800250216e-08,0.0,0.0,2.7979556198353683e-08,-6.011680163976904e-08,-9.012652168817431e-08,3.8300745407872074e-08,0.0,0.0,4.0
-9.883442147113236e-12,-7.727054769561257e-12,-7.816904243625922e-12,3.009957381166304e-12,-1.3477421109699868e-12,0.0,-6.289463184526604e-13,-9.79359267304857e-12,1.6622152701963169e-12,-6.7836352918822664e-12,4.2229252810392915e-12,0.0,5.0
-7.362793991219348e-10,4.031742019880273e-11,1.0784980226105177e-09,-5.952698761996516e-10,-1.820176129183524e-09,7.298464899487695e-10,1.8632930031077993e-10,9.637129834308528e-10,-5.662441403136563e-10,-9.474599071347443e-10,-9.798823448893554e-11,1.1774354649197655e-09,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.420956162306433e-07,7.020803030024564e-07,0.0,0.0,0.0,0.0,1.633096279097074e-06,2.2359132499960716e-07,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3.216255580002608e-07,4.0716427023433964e-07,-2.018713608725124e-07,-8.211716374474652e-07,0.0,0.0,1.0606800317028525e-07,4.927029824684571e-07,-8.177500889581046e-07,-3.4215484893645034e-07,0.0,0.0,4.0
1.8106507088102316e-07,-1.656082965375212e-07,5.144897745765659e-07,5.498195445045704e-07,2.517246107370322e-07,0.0,5.454033232635698e-07,9.715686730201244e-08,6.734737392525862e-07,-7.507576109700961e-08,7.021791773190899e-07,0.0,5.0
9.796709131283e-08,-1.680411962070811e-07,-6.315362725675324e-08,-1.0452467336072e-08,5.806028836483605e-08,-5.808170861947141e-07,2.7556345479541894e-07,-6.232150893306897e-07,3.766073608401102e-07,-1.1241371158366285e-07,1.45958209006036e-07,-4.2172469928372024e-07,6.0
-3.1526564585850373e-06,0.0,0.0,0.0,0.0,0.0,-7.945085504024381e-07,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-4.325831852768473e-07,-2.2627428152942785e-07,-2.462396593114363e-07,0.0,0.0,0.0,3.760146148944898e-07,-6.987882223702918e-07,-6.388920890242665e-07,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2.161491855196481e-07,6.041706733829227e-07,5.036772609290009e-07,6.491475600245988e-07,4.1111729154407685e-07,5.958193723169875e-07,4.5996874424694246e-07,3.800396401182457e-07,4.0243283233407026e-07,9.128420241413626e-07,1.5002094497764085e-06,5.023630832640887e-07,6.0
4.7642813621814873e-07,0.0,0.0,0.0,0.0,0.0,2.475041963376931e-06,0.0,0.0,0.0,0.0,0.0,1.0
-1.2348555713457922e-07,-1.31748152059676e-06,0.0,0.0,0.0,0.0,-1.3276949998458636e-08,-2.7877713432956e-07,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5.426148564304826e-08,5.371087089158357e-08,3.8815301425115474e-08,-1.6554360517457053e-08,0.0,0.0,2.2605979879638796e-08,8.011233519816155e-08,7.336957884818116e-08,5.4153004033926035e-08,0.0,0.0,4.0
1.4967150853189769e-09,-2.7768184223243927e-08,1.3580491207271772e-08,-2.2787558222819564e-08,-1.1682247827405367e-08,0.0,-2.240982789488181e-08,-7.815292355712311e-08,2.4744215367455557e-08,-1.332430205353154e-08,2.1839941112658613e-09,0.0,5.0
4.2772639770334097e-08,1.2506035697586354e-07,1.922761614790443e-08,1.3734079168111541e-07,-9.856662843740092e-08,1.2531233683156412e-07,1.5358034731315503e-07,-2.4555606116242083e-07,2.841050709050698e-08,2.427484564048366e-08,-3.753242062606312e-08,6.381941274178594e-08,6.0
4.6207642756000257e-07,0.0,0.0,0.0,0.0,0.0,-1.48112207462759e-07,0.0,0.0,0.0,0.0,0.0,1.0
-6.260283806676044e-08,3.512714802634891e-07,0.0,0.0,0.0,0.0,1.0781599889275409e-07,-1.0433806344460073e-07,0.0,0.0,0.0,0.0,2.0
-3.071721177260935e-08,8.293264900961631e-09,-7.038200291493419e-08,0.0,0.0,0.0,-5.176665633574974e-09,-8.316205803963536e-08,1.903643606621938e-08,0.0,0.0,0.0,3.0
5.202085557208921e-07,2.0292553299292627e-07,7.265868323201311e-08,1.2494386504358328e-07,0.0,0.0,3.670476701336129e-08,4.65659793247372e-08,4.007671784058601e-07,1.0539683001581375e-07,0.0,0.0,4.0
3.3805738576010507e-07,6.388290304437281e-07,-3.7037169469305644e-07,7.929434268931878e-07,5.592861161472328e-07,0.0,-4.9714321435309694e-09,5.667432643625292e-07,5.145432268554542e-07,3.803145589801183e-07,6.189433018696042e-07,0.0,5.0
7.050083897851619e-09,-6.675672223431583e-09,2.687199372825534e-08,6.548535415066726e-08,2.3238551462527178e-08,1.2978052862953686e-09,5.927295574441528e-08,-8.649817444584052e-09,3.135579137169261e-08,1.3480665251106746e-08,3.7966359691073174e-08,-7.167352373663037e-09,6.0
-7.250113689253293e-07,0.0,0.0,0.0,0.0,0.0,5.145218709957042e-07,0.0,0.0,0.0,0.0,0.0,1.0
4.034987606725094e-11,-2.2739882924021092e-10,0.0,0.0,0.0,0.0,9.380766760102757e-11,-6.332200865073251e-11,0.0,0.0,0.0,0.0,2.0
-3.5893907738907726e-08,-1.1548474663822486e-08,5.306055926621143e-08,0.0,0.0,0.0,-2.5593916822525512e-08,-4.0575721791808734e-08,3.4957544928327525e-08,0.0,0.0,0.0,3.0
1.7714890952262902e-07,1.64623229051332e-07,-3.41772138573961e-07,-1.55676314428977e-07,0.0,0.0,-5.5470870658601004e-08,-2.2188348263440402e-07,-2.3261978018123003e-07,-9.662667792143401e-08,0.0,0.0,4.0
-2.1667121172235673e-06,2.485885143324649e-07,-2.259860545378597e-06,-5.79234568617195e-07,-1.9587724067098943e-06,0.0,-6.7801826124059e-07,9.710487194946236e-08,3.8790125028533846e-07,2.1329582368344794e-06,3.300959202087013e-06,0.0,5.0
5.6927490803954124e-08,3.3427294876831943e-08,2.0152062444972613e-08,5.94091092444947e-08,-1.1257773545955773e-07,-5.711704096930609e-08,1.1930369901453372e-07,4.4810581614292423e-10,-3.211136502126674e-08,1.7658514573950223e-07,8.379260269392505e-08,-2.859558260028072e-08,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.2761643214080455e-08,5.357493304634395e-08,0.0,0.0,0.0,0.0,1.5728419872973753e-08,-5.849006431416927e-08,0.0,0.0,0.0,0.0,2.0
-6.662550296356861e-08,-4.755759079425306e-08,-7.87392210511495e-08,0.0,0.0,0.0,1.7946195492679022e-09,-5.181982355736554e-08,-4.396834287100286e-08,0.0,0.0,0.0,3.0
-2.06641003415184e-07,-5.220496654532833e-07,6.737086186290665e-07,3.0340343873659225e-07,0.0,0.0,8.644392814488857e-07,5.08383003825011e-08,7.671410149992885e-08,-4.771667053130131e-07,0.0,0.0,4.0
1.176017308473744e-06,-1.5716360354961515e-07,9.863370973303773e-07,1.539119426634302e-06,1.5824749034021842e-06,0.0,1.0459508780542206e-06,1.105564658681827e-06,1.4307307345584573e-06,9.809176627744089e-07,6.882681942054388e-07,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
-4.316020462442571e-07,0.0,0.0,0.0,0.0,0.0,7.88789946584332e-07,0.0,0.0,0.0,0.0,0.0,1.0
-3.6219959528958415e-09,9.405182861110749e-10,0.0,0.0,0.0,0.0,-2.2412350647753272e-09,-1.8410145174940188e-09,0.0,0.0,0.0,0.0,2.0
-1.5632468975782806e-08,2.156202617349353e-09,-1.0691171311023874e-08,0.0,0.0,0.0,-1.4195000564216571e-08,-9.253702899457638e-09,-2.7761108698372915e-08,0.0,0.0,0.0,3.0
1.0585522217178498e-06,1.0730546136603176e-06,1.5682890513407832e-06,-5.566032051589139e-09,0.0,0.0,9.64456203647859e-07,-9.547524813894166e-08,4.760351913688284e-07,2.084813852536438e-07,0.0,0.0,4.0
-4.983307305230598e-08,3.4056773543284486e-08,-6.085144096336861e-08,-7.71285753774384e-08,-1.4023377341352437e-08,0.0,-4.257096692910561e-09,-3.030051175542223e-08,3.455760844833279e-08,7.011688670676218e-09,-5.008349050483013e-09,0.0,5.0
-1.4234963210347497e-10,-7.271730432530455e-11,-4.583393727170711e-11,1.013635151201215e-11,-1.8509859282804794e-11,-3.9663984177438844e-11,-6.831019497225579e-11,-1.308911477855482e-10,-1.0709275727908488e-10,-7.844654648426793e-11,-7.800583554896306e-11,-2.1594835829938926e-11,6.0
-3.716375870028491e-07,0.0,0.0,0.0,0.0,0.0,5.806837296919517e-09,0.0,0.0,0.0,0.0,0.0,1.0
-1.0921552681691909e-07,6.110165959757365e-07,0.0,0.0,0.0,0.0,-2.1252751164373443e-07,2.627076185596162e-07,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
-3.2408937127137944e-08,1.70573353300726e-10,-4.161989820537715e-08,-1.9445362276282768e-08,0.0,0.0,-9.210961078239206e-09,-9.722681138141384e-09,-1.364586826405808e-09,-1.4669308383862439e-08,0.0,0.0,4.0
-2.9136811692255342e-09,-6.462831449315461e-10,-4.206648987325053e-09,1.3343907860471084e-09,-4.3314822579539685e-09,0.0,-6.856816933411316e-09,-2.039180701689521e-09,-1.086771394496182e-10,1.8396253071866344e-10,-5.69562991177058e-09,0.0,5.0
